Ciqual AGB,Ciqual code,Nom Français,Groupe d'aliment,Sous-groupe d'aliment,LCI Name,Ingredients,Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
11179,11179,"Sauce pesto, préemballée",aides culinaires et ingrédients divers,sauces,"Sauce, pesto, prepacked",Pignon de pin,0.10,0.70,0.03,0.02,1.86,0.08,0.01,0.05,0.24,6.61,87.76,9.66,0.96,3.39,1.61
11179,11179,"Sauce pesto, préemballée",aides culinaires et ingrédients divers,sauces,"Sauce, pesto, prepacked",Autres étapes,0.08,0.58,0.13,0.83,1.72,0.03,0.00,0.01,0.10,1.31,4.57,11.85,0.78,24.29,1.35
25003,25003,Choucroute garnie,entrées et plats composés,plats composés,"Sauerkraut, with garnish",Viande,0.17,1.06,0.09,0.54,2.44,0.16,0.02,0.10,0.20,5.12,69.71,26.94,0.96,15.94,1.29
25003,25003,Choucroute garnie,entrées et plats composés,plats composés,"Sauerkraut, with garnish",Abats de porc,0.03,0.17,0.01,0.09,0.36,0.03,0.00,0.02,0.03,0.87,10.78,3.96,0.15,2.34,0.16
25003,25003,Choucroute garnie,entrées et plats composés,plats composés,"Sauerkraut, with garnish",Pommes de terre,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.06,1.13,0.67,0.04,0.08,0.03
25003,25003,Choucroute garnie,entrées et plats composés,plats composés,"Sauerkraut, with garnish",Sel,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.00,0.02,0.03
25003,25003,Choucroute garnie,entrées et plats composés,plats composés,"Sauerkraut, with garnish",Choucroute,0.07,0.43,0.06,0.26,1.52,0.04,0.01,0.03,0.06,4.09,27.24,8.28,0.14,8.14,0.87
25003,25003,Choucroute garnie,entrées et plats composés,plats composés,"Sauerkraut, with garnish",Vin blanc,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.07,0.02,1.10,0.00,0.09,0.02
25003,25003,Choucroute garnie,entrées et plats composés,plats composés,"Sauerkraut, with garnish",Autres étapes,0.08,0.58,0.13,0.80,1.53,0.02,0.00,0.01,0.09,1.23,4.31,6.93,0.28,24.07,1.29
25004,25004,"Choucroute, sans garniture, égouttée",entrées et plats composés,plats composés,"Sauerkraut, without garnish, drained",Chou blanc,0.09,0.67,0.06,0.04,2.50,0.07,0.01,0.05,0.08,6.70,47.60,12.38,0.12,4.63,1.35
25004,25004,"Choucroute, sans garniture, égouttée",entrées et plats composés,plats composés,"Sauerkraut, without garnish, drained",Autres étapes,0.08,0.58,0.13,0.80,1.53,0.02,0.00,0.01,0.09,1.23,4.31,6.93,0.27,24.07,1.29
30707,30707,"Saucisson brioché, cuit","viandes, œufs, poissons",charcuteries,"Sausage in a brioche crust, cooked",Beurre,0.11,1.53,0.04,0.05,2.46,0.08,0.01,0.05,0.19,3.78,48.70,9.50,1.00,4.48,1.70
30707,30707,"Saucisson brioché, cuit","viandes, œufs, poissons",charcuteries,"Sausage in a brioche crust, cooked",Saucisses sèches,0.36,2.24,0.19,1.24,4.86,0.34,0.05,0.21,0.39,11.19,141.14,54.21,2.04,32.86,4.04
30707,30707,"Saucisson brioché, cuit","viandes, œufs, poissons",charcuteries,"Sausage in a brioche crust, cooked",Blanc d'oeuf,0.04,0.17,0.01,0.03,0.67,0.05,0.01,0.03,0.06,1.41,18.03,7.86,0.36,1.57,0.27
30707,30707,"Saucisson brioché, cuit","viandes, œufs, poissons",charcuteries,"Sausage in a brioche crust, cooked",Jaune d'œuf,0.03,0.10,0.01,0.02,0.40,0.03,0.00,0.02,0.03,0.84,10.77,4.70,0.21,0.94,0.16
30707,30707,"Saucisson brioché, cuit","viandes, œufs, poissons",charcuteries,"Sausage in a brioche crust, cooked",Farine de blé,0.03,0.13,0.01,0.02,0.56,0.02,0.00,0.01,0.05,2.02,26.62,7.11,0.08,1.13,0.25
30707,30707,"Saucisson brioché, cuit","viandes, œufs, poissons",charcuteries,"Sausage in a brioche crust, cooked",Autres étapes,0.11,0.71,0.17,1.29,1.82,0.03,0.00,0.01,0.11,1.33,4.48,9.89,0.48,34.82,1.72
30050,30050,"Chair à saucisse, crue","viandes, œufs, poissons",charcuteries,"Sausage meat, raw",Viande,1.11,7.05,0.59,3.61,16.17,1.05,0.15,0.64,1.29,33.87,461.47,178.36,6.33,105.53,8.55
30050,30050,"Chair à saucisse, crue","viandes, œufs, poissons",charcuteries,"Sausage meat, raw",Abats de porc,0.09,0.53,0.04,0.28,1.15,0.08,0.01,0.05,0.09,2.77,34.49,12.67,0.46,7.47,0.53
30050,30050,"Chair à saucisse, crue","viandes, œufs, poissons",charcuteries,"Sausage meat, raw",Autres étapes,0.04,0.51,0.07,0.23,1.30,0.02,0.00,0.00,0.04,0.35,1.41,3.70,0.22,11.34,0.90
7814,7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,"Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.)",Œuf de poule,0.07,0.30,0.03,0.05,1.15,0.09,0.01,0.05,0.10,2.43,31.06,13.54,0.62,2.70,0.46
7814,7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,"Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.)",Jambon cuit,0.24,1.61,0.12,0.71,3.51,0.23,0.03,0.15,0.28,7.79,94.80,35.87,1.39,21.74,1.86
7814,7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,"Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.)",Gruyère,0.07,0.75,0.03,0.07,1.20,0.06,0.01,0.03,0.09,2.44,39.60,10.87,0.25,2.97,0.48
7814,7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,"Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.)",Huile d'olive,0.04,0.12,0.01,0.01,1.05,0.01,0.00,0.01,0.06,0.94,0.77,46.87,0.95,1.22,0.45
7814,7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,"Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.)",Olives,0.01,0.01,0.00,0.00,0.15,0.00,0.00,0.00,0.01,0.25,8.44,1.85,0.36,0.27,0.17
7814,7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,"Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.)",Lait demi-écremé,0.02,0.22,0.01,0.01,0.34,0.02,0.00,0.01,0.02,0.73,12.50,3.28,0.07,0.57,0.12
7814,7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,"Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.)",Farine de blé,0.01,0.07,0.01,0.01,0.31,0.01,0.00,0.01,0.03,1.12,14.75,3.94,0.04,0.63,0.14
7814,7814,"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.)",entrées et plats composés,feuilletées et autres entrées,"Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.)",Autres étapes,0.10,0.53,0.18,1.30,1.59,0.03,0.00,0.01,0.15,1.42,9.09,22.75,0.36,31.98,1.93
25509,25509,"Fondue savoyarde (fromages, vin, pain)",entrées et plats composés,plats composés,Savoy-style fondue (cheese wine and bread),Comté,0.03,0.31,0.01,0.03,0.49,0.02,0.00,0.01,0.04,1.01,16.29,4.47,0.10,1.22,0.20
25509,25509,"Fondue savoyarde (fromages, vin, pain)",entrées et plats composés,plats composés,Savoy-style fondue (cheese wine and bread),Emmental,0.23,2.53,0.10,0.22,4.04,0.19,0.03,0.12,0.30,8.24,133.50,36.65,0.85,10.01,1.63
25509,25509,"Fondue savoyarde (fromages, vin, pain)",entrées et plats composés,plats composés,Savoy-style fondue (cheese wine and bread),Amidon de maïs,0.00,0.03,0.00,0.00,0.10,0.00,0.00,0.00,0.01,0.41,2.97,0.56,0.01,0.32,0.21
25509,25509,"Fondue savoyarde (fromages, vin, pain)",entrées et plats composés,plats composés,Savoy-style fondue (cheese wine and bread),Tomme,0.03,0.32,0.01,0.02,0.50,0.02,0.00,0.02,0.04,1.06,17.08,4.75,0.11,1.13,0.20
25509,25509,"Fondue savoyarde (fromages, vin, pain)",entrées et plats composés,plats composés,Savoy-style fondue (cheese wine and bread),Vin blanc,0.02,0.05,0.01,0.03,0.39,0.00,0.00,0.00,0.02,0.93,0.30,15.36,0.02,1.19,0.34
25509,25509,"Fondue savoyarde (fromages, vin, pain)",entrées et plats composés,plats composés,Savoy-style fondue (cheese wine and bread),Autres étapes,0.08,0.48,0.14,0.76,1.44,0.03,0.00,0.01,0.12,1.33,8.83,19.93,0.26,20.67,1.45
23050,23050,Biscuit de Savoie,produits céréaliers,gâteaux et pâtisseries,Savoy-style sponge cake,Huile combinée (mélange d'huile d'olive et d'huile de graines),0.05,0.15,0.01,0.01,1.06,0.03,0.00,0.02,0.06,2.22,21.11,29.11,0.60,1.33,0.54
23050,23050,Biscuit de Savoie,produits céréaliers,gâteaux et pâtisseries,Savoy-style sponge cake,Blanc d'oeuf,0.26,1.06,0.09,0.18,4.07,0.30,0.04,0.19,0.34,8.56,109.42,47.70,2.18,9.51,1.62
23050,23050,Biscuit de Savoie,produits céréaliers,gâteaux et pâtisseries,Savoy-style sponge cake,Jaune d'œuf,0.09,0.37,0.03,0.06,1.42,0.11,0.02,0.07,0.12,3.00,38.31,16.70,0.76,3.33,0.57
23050,23050,Biscuit de Savoie,produits céréaliers,gâteaux et pâtisseries,Savoy-style sponge cake,Farine de blé,0.02,0.09,0.01,0.01,0.39,0.01,0.00,0.01,0.03,1.41,18.53,4.95,0.05,0.79,0.17
23050,23050,Biscuit de Savoie,produits céréaliers,gâteaux et pâtisseries,Savoy-style sponge cake,Autres étapes,0.07,0.59,0.10,0.65,1.33,0.02,0.00,0.01,0.06,1.15,4.21,6.08,0.40,21.12,0.80
25564,25564,Tarte aux noix de Saint-Jacques,entrées et plats composés,"pizzas, tartes et crêpes salées",Scallops tart,Beurre,0.15,2.05,0.06,0.07,3.31,0.11,0.01,0.06,0.25,5.08,65.41,12.76,1.34,6.02,2.29
25564,25564,Tarte aux noix de Saint-Jacques,entrées et plats composés,"pizzas, tartes et crêpes salées",Scallops tart,Fromage frais crémeux,0.05,0.51,0.03,0.02,0.99,0.03,0.00,0.01,0.10,2.26,20.84,13.02,0.35,2.34,1.38
25564,25564,Tarte aux noix de Saint-Jacques,entrées et plats composés,"pizzas, tartes et crêpes salées",Scallops tart,Champignon,0.01,0.02,0.00,0.01,0.10,0.00,0.00,0.00,0.01,0.28,2.29,1.80,0.39,0.33,0.13
25564,25564,Tarte aux noix de Saint-Jacques,entrées et plats composés,"pizzas, tartes et crêpes salées",Scallops tart,Oignons,0.02,0.05,0.01,0.02,0.26,0.00,0.00,0.00,0.02,0.70,5.55,4.33,0.93,0.83,0.32
25564,25564,Tarte aux noix de Saint-Jacques,entrées et plats composés,"pizzas, tartes et crêpes salées",Scallops tart,Coquille Saint-Jacques,0.03,0.20,0.05,0.01,3.37,0.03,0.00,0.01,0.02,1.16,0.73,1.97,0.02,2.82,1.01
25564,25564,Tarte aux noix de Saint-Jacques,entrées et plats composés,"pizzas, tartes et crêpes salées",Scallops tart,Farine de blé,0.01,0.05,0.00,0.01,0.21,0.01,0.00,0.00,0.02,0.75,9.89,2.64,0.03,0.42,0.09
25564,25564,Tarte aux noix de Saint-Jacques,entrées et plats composés,"pizzas, tartes et crêpes salées",Scallops tart,Autres étapes,0.10,0.53,0.18,1.30,1.59,0.03,0.00,0.01,0.15,1.42,9.09,22.75,0.36,31.98,1.93
8292,8292,"Terrine de fruits de mer, avec ou sans poisson","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Seafood terrine, with or without fish",Morue,1.11,6.36,1.45,0.43,135.66,1.36,0.20,0.52,0.35,47.41,14.38,52.57,0.50,91.13,11.63
8292,8292,"Terrine de fruits de mer, avec ou sans poisson","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Seafood terrine, with or without fish",Blanc d'oeuf,0.06,0.25,0.02,0.04,0.97,0.07,0.01,0.05,0.08,2.04,26.01,11.34,0.52,2.26,0.38
8292,8292,"Terrine de fruits de mer, avec ou sans poisson","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Seafood terrine, with or without fish",Jaune d'œuf,0.03,0.12,0.01,0.02,0.47,0.03,0.01,0.02,0.04,0.99,12.60,5.49,0.25,1.09,0.19
8292,8292,"Terrine de fruits de mer, avec ou sans poisson","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Seafood terrine, with or without fish",Fromage frais crémeux,0.08,0.85,0.05,0.03,1.64,0.05,0.01,0.02,0.16,3.77,34.73,21.70,0.59,3.89,2.29
8292,8292,"Terrine de fruits de mer, avec ou sans poisson","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Seafood terrine, with or without fish",Échalote,0.00,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.15,1.31,1.06,0.23,0.17,0.06
8292,8292,"Terrine de fruits de mer, avec ou sans poisson","viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Seafood terrine, with or without fish",Autres étapes,0.07,0.65,0.12,0.67,1.64,0.03,0.00,0.01,0.07,1.23,4.18,6.66,0.36,21.84,1.17
23535,23535,"Gâteau de semoule, appertisé",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, canned",Œuf de poule,0.03,0.14,0.01,0.02,0.52,0.04,0.01,0.02,0.04,1.10,14.11,6.15,0.28,1.23,0.21
23535,23535,"Gâteau de semoule, appertisé",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, canned",Blé dur,0.02,0.07,0.01,0.02,0.31,0.02,0.00,0.01,0.04,1.24,15.98,1.34,0.03,0.87,0.34
23535,23535,"Gâteau de semoule, appertisé",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, canned",Lait demi-écremé,0.08,0.89,0.02,0.05,1.34,0.07,0.01,0.04,0.08,2.88,49.50,12.98,0.28,2.27,0.48
23535,23535,"Gâteau de semoule, appertisé",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, canned",Sucre blanc,0.01,0.03,0.00,0.00,0.11,0.01,0.00,0.00,0.01,0.27,1.66,1.27,0.11,0.29,0.07
23535,23535,"Gâteau de semoule, appertisé",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, canned",Autres étapes,0.08,0.57,0.13,0.68,2.10,0.04,0.00,0.01,0.16,1.30,4.77,11.85,0.26,19.62,1.31
39218,39218,"Semoule au lait, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, refrigerated",Blé dur,0.01,0.03,0.00,0.01,0.11,0.01,0.00,0.00,0.02,0.44,5.70,0.48,0.01,0.31,0.12
39218,39218,"Semoule au lait, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, refrigerated",Lait demi-écremé,0.09,1.04,0.03,0.06,1.58,0.08,0.01,0.05,0.09,3.39,58.14,15.25,0.32,2.67,0.56
39218,39218,"Semoule au lait, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, refrigerated",Sucre blanc,0.01,0.05,0.00,0.00,0.19,0.01,0.00,0.01,0.01,0.46,2.78,2.14,0.19,0.49,0.11
39218,39218,"Semoule au lait, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, refrigerated",Autres étapes,0.07,0.57,0.12,0.72,1.51,0.02,0.00,0.01,0.08,1.21,4.28,6.52,0.26,22.40,1.22
23534,23534,"Gâteau de semoule aux raisins et caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, with raisins and caramel sauce, refrigerated",Blé dur,0.01,0.03,0.00,0.01,0.11,0.01,0.00,0.00,0.02,0.44,5.70,0.48,0.01,0.31,0.12
23534,23534,"Gâteau de semoule aux raisins et caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, with raisins and caramel sauce, refrigerated",Lait demi-écremé,0.09,1.04,0.03,0.06,1.58,0.08,0.01,0.05,0.09,3.39,58.14,15.25,0.32,2.67,0.56
23534,23534,"Gâteau de semoule aux raisins et caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, with raisins and caramel sauce, refrigerated",Sucre blanc,0.01,0.05,0.00,0.00,0.19,0.01,0.00,0.01,0.01,0.46,2.78,2.14,0.19,0.49,0.11
23534,23534,"Gâteau de semoule aux raisins et caramel, rayon frais",lait et produits laitiers,produits laitiers frais et assimilés,"Semolina pudding, with raisins and caramel sauce, refrigerated",Autres étapes,0.07,0.57,0.12,0.72,1.51,0.02,0.00,0.01,0.08,1.21,4.28,6.52,0.26,22.40,1.22
5004,5004,Panaché (limonade et bière),boissons,boisson alcoolisées,Shandy (beer + lemonade),Bière,0.02,0.14,0.06,0.16,0.30,0.01,0.00,0.00,0.03,0.53,5.92,3.91,0.08,4.87,0.19
5004,5004,Panaché (limonade et bière),boissons,boisson alcoolisées,Shandy (beer + lemonade),Jus de citron,0.02,0.05,0.01,0.01,0.26,0.00,0.00,0.00,0.01,0.17,2.88,2.04,1.12,0.62,0.16
5004,5004,Panaché (limonade et bière),boissons,boisson alcoolisées,Shandy (beer + lemonade),Sucre blanc,0.00,0.02,0.00,0.00,0.09,0.00,0.00,0.00,0.01,0.22,1.34,1.03,0.09,0.24,0.05
5004,5004,Panaché (limonade et bière),boissons,boisson alcoolisées,Shandy (beer + lemonade),Autres étapes,0.08,0.79,0.16,0.28,2.97,0.08,0.01,0.01,0.13,0.97,7.38,12.24,0.22,15.22,2.37
5005,5005,Panaché préemballé (<1° alc.),boissons,boisson alcoolisées,"Shandy, prepacked (<1° alcohol)",Bière,0.02,0.14,0.06,0.16,0.30,0.01,0.00,0.00,0.03,0.53,5.92,3.91,0.08,4.87,0.19
5005,5005,Panaché préemballé (<1° alc.),boissons,boisson alcoolisées,"Shandy, prepacked (<1° alcohol)",Jus de citron,0.02,0.05,0.01,0.01,0.26,0.00,0.00,0.00,0.01,0.17,2.88,2.04,1.12,0.62,0.16
5005,5005,Panaché préemballé (<1° alc.),boissons,boisson alcoolisées,"Shandy, prepacked (<1° alcohol)",Sucre blanc,0.00,0.02,0.00,0.00,0.09,0.00,0.00,0.00,0.01,0.22,1.34,1.03,0.09,0.24,0.05
5005,5005,Panaché préemballé (<1° alc.),boissons,boisson alcoolisées,"Shandy, prepacked (<1° alcohol)",Autres étapes,0.08,0.79,0.16,0.28,2.97,0.08,0.01,0.01,0.13,0.97,7.38,12.24,0.22,15.22,2.37
25009,25009,Hachis Parmentier à la viande,entrées et plats composés,plats composés,Shepherd's pie or cottage pie with meat,Beurre,0.04,0.59,0.02,0.02,0.96,0.03,0.00,0.02,0.07,1.47,18.92,3.69,0.39,1.74,0.66
25009,25009,Hachis Parmentier à la viande,entrées et plats composés,plats composés,Shepherd's pie or cottage pie with meat,Emmental,0.03,0.38,0.01,0.03,0.60,0.03,0.00,0.02,0.04,1.23,19.93,5.47,0.13,1.49,0.24
25009,25009,Hachis Parmentier à la viande,entrées et plats composés,plats composés,Shepherd's pie or cottage pie with meat,Bœuf haché,0.99,11.96,0.22,0.50,14.81,0.96,0.14,0.64,0.54,30.75,692.61,83.03,1.95,22.09,4.14
25009,25009,Hachis Parmentier à la viande,entrées et plats composés,plats composés,Shepherd's pie or cottage pie with meat,Oignons,0.00,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.13,1.07,0.83,0.18,0.16,0.06
25009,25009,Hachis Parmentier à la viande,entrées et plats composés,plats composés,Shepherd's pie or cottage pie with meat,Pommes de terre,0.01,0.06,0.01,0.01,0.31,0.01,0.00,0.00,0.02,0.54,9.80,5.78,0.34,0.73,0.28
25009,25009,Hachis Parmentier à la viande,entrées et plats composés,plats composés,Shepherd's pie or cottage pie with meat,Lait demi-écremé,0.01,0.15,0.00,0.01,0.23,0.01,0.00,0.01,0.01,0.50,8.57,2.25,0.05,0.39,0.08
25009,25009,Hachis Parmentier à la viande,entrées et plats composés,plats composés,Shepherd's pie or cottage pie with meat,Tomate,0.00,0.01,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.03,-0.49,0.92,0.10,0.27,0.23
25009,25009,Hachis Parmentier à la viande,entrées et plats composés,plats composés,Shepherd's pie or cottage pie with meat,Autres étapes,0.08,0.58,0.13,0.80,1.53,0.02,0.00,0.01,0.09,1.23,4.31,6.93,0.27,24.07,1.29
25587,25587,"Parmentier de canard, cuit",entrées et plats composés,plats composés,"Shepherd's pie with duck, cooked",Beurre,0.11,1.44,0.04,0.05,2.32,0.08,0.01,0.04,0.18,3.56,45.89,8.95,0.94,4.23,1.60
25587,25587,"Parmentier de canard, cuit",entrées et plats composés,plats composés,"Shepherd's pie with duck, cooked",Emmental,0.03,0.37,0.01,0.03,0.60,0.03,0.00,0.02,0.04,1.22,19.71,5.41,0.12,1.48,0.24
25587,25587,"Parmentier de canard, cuit",entrées et plats composés,plats composés,"Shepherd's pie with duck, cooked",Viande de poulet sans os,0.38,2.45,0.22,0.27,7.74,0.35,0.05,0.21,0.63,12.01,151.27,78.04,2.84,24.67,3.78
25587,25587,"Parmentier de canard, cuit",entrées et plats composés,plats composés,"Shepherd's pie with duck, cooked",Oignons,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.11,0.85,0.66,0.14,0.13,0.05
25587,25587,"Parmentier de canard, cuit",entrées et plats composés,plats composés,"Shepherd's pie with duck, cooked",Pommes de terre,0.01,0.05,0.01,0.01,0.24,0.00,0.00,0.00,0.01,0.42,7.69,4.53,0.27,0.58,0.22
25587,25587,"Parmentier de canard, cuit",entrées et plats composés,plats composés,"Shepherd's pie with duck, cooked",Lait demi-écremé,0.01,0.12,0.00,0.01,0.18,0.01,0.00,0.01,0.01,0.39,6.71,1.76,0.04,0.31,0.06
25587,25587,"Parmentier de canard, cuit",entrées et plats composés,plats composés,"Shepherd's pie with duck, cooked",Autres étapes,0.08,0.58,0.13,0.80,1.53,0.02,0.00,0.01,0.09,1.23,4.31,6.93,0.27,24.07,1.29
25195,25195,Parmentier de canard,entrées et plats composés,plats composés,Shepherd's pie with duck,Beurre,0.11,1.44,0.04,0.05,2.32,0.08,0.01,0.04,0.18,3.56,45.89,8.95,0.94,4.23,1.60
25195,25195,Parmentier de canard,entrées et plats composés,plats composés,Shepherd's pie with duck,Emmental,0.03,0.37,0.01,0.03,0.60,0.03,0.00,0.02,0.04,1.22,19.71,5.41,0.12,1.48,0.24
25195,25195,Parmentier de canard,entrées et plats composés,plats composés,Shepherd's pie with duck,Viande de poulet sans os,0.38,2.45,0.22,0.27,7.74,0.35,0.05,0.21,0.63,12.01,151.27,78.04,2.84,24.67,3.78
25195,25195,Parmentier de canard,entrées et plats composés,plats composés,Shepherd's pie with duck,Oignons,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.11,0.85,0.66,0.14,0.13,0.05
25195,25195,Parmentier de canard,entrées et plats composés,plats composés,Shepherd's pie with duck,Pommes de terre,0.01,0.05,0.01,0.01,0.24,0.00,0.00,0.00,0.01,0.42,7.69,4.53,0.27,0.58,0.22
25195,25195,Parmentier de canard,entrées et plats composés,plats composés,Shepherd's pie with duck,Lait demi-écremé,0.01,0.12,0.00,0.01,0.18,0.01,0.00,0.01,0.01,0.39,6.71,1.76,0.04,0.31,0.06
25195,25195,Parmentier de canard,entrées et plats composés,plats composés,Shepherd's pie with duck,Autres étapes,0.08,0.58,0.13,0.80,1.53,0.02,0.00,0.01,0.09,1.23,4.31,6.93,0.27,24.07,1.29
23415,23415,"Pâte brisée, pur beurre, surgelée, crue",produits céréaliers,farines et pâtes à tarte,"Short crust pastry, pure butter, frozen, raw",Beurre,0.32,4.28,0.13,0.14,6.90,0.24,0.03,0.13,0.53,10.60,136.57,26.64,2.79,12.57,4.78
23415,23415,"Pâte brisée, pur beurre, surgelée, crue",produits céréaliers,farines et pâtes à tarte,"Short crust pastry, pure butter, frozen, raw",Farine de blé,0.04,0.22,0.02,0.04,0.95,0.03,0.00,0.02,0.08,3.40,44.74,11.94,0.13,1.91,0.42
23415,23415,"Pâte brisée, pur beurre, surgelée, crue",produits céréaliers,farines et pâtes à tarte,"Short crust pastry, pure butter, frozen, raw",Autres étapes,0.12,0.71,0.19,1.55,1.91,0.03,0.00,0.01,0.16,1.35,5.45,11.13,0.57,40.41,2.00
23414,23414,"Pâte brisée, pur beurre, crue",produits céréaliers,farines et pâtes à tarte,"Short crust pastry, pure butter, raw",Beurre,0.33,4.48,0.13,0.15,7.22,0.25,0.03,0.13,0.56,11.09,142.89,27.87,2.92,13.16,5.00
23414,23414,"Pâte brisée, pur beurre, crue",produits céréaliers,farines et pâtes à tarte,"Short crust pastry, pure butter, raw",Farine de blé,0.04,0.23,0.02,0.04,0.99,0.03,0.01,0.02,0.08,3.56,46.81,12.50,0.13,2.00,0.44
23414,23414,"Pâte brisée, pur beurre, crue",produits céréaliers,farines et pâtes à tarte,"Short crust pastry, pure butter, raw",Autres étapes,0.11,0.69,0.17,1.31,1.91,0.03,0.00,0.01,0.15,1.36,5.54,10.01,0.53,35.54,1.81
23410,23410,"Pâte brisée, crue",produits céréaliers,farines et pâtes à tarte,"Short crust pastry, raw",Beurre,0.33,4.48,0.13,0.15,7.22,0.25,0.03,0.13,0.56,11.09,142.89,27.87,2.92,13.16,5.00
23410,23410,"Pâte brisée, crue",produits céréaliers,farines et pâtes à tarte,"Short crust pastry, raw",Farine de blé,0.04,0.23,0.02,0.04,0.99,0.03,0.01,0.02,0.08,3.56,46.81,12.50,0.13,2.00,0.44
23410,23410,"Pâte brisée, crue",produits céréaliers,farines et pâtes à tarte,"Short crust pastry, raw",Autres étapes,0.11,0.69,0.17,1.31,1.91,0.03,0.00,0.01,0.15,1.36,5.54,10.01,0.53,35.54,1.81
24070,24070,Sablé à la noix de coco,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread cookie w coconut,Beurre,0.20,2.68,0.08,0.09,4.32,0.15,0.02,0.08,0.33,6.64,85.51,16.68,1.75,7.87,2.99
24070,24070,Sablé à la noix de coco,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread cookie w coconut,Noix de coco,0.05,0.21,0.02,0.01,1.19,0.02,0.00,0.01,0.06,2.74,22.64,17.97,1.35,1.78,0.57
24070,24070,Sablé à la noix de coco,produits céréaliers,céréales de petit-déjeuner et biscuits,Shortbread cookie w coconut,Blanc d'oeuf,0.03,0.11,0.01,0.02,0.41,0.03,0.00,0.02,0.03,0.87,11.15,4.86,0.22,0.97,0.16
