Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,code saison (0 : hors saison ; 1 : de saison ; 2 : mix de consommation FR),code avion (1 : par avion),Livraison,Matériau d'emballage,Préparation,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
7353,7353,produits céréaliers,pains et viennoiseries,Galettes multicéréales soufflées,Puffed cereals textured bread,2,0,Ambiant (court),LPDE,Pas de préparation ,2.40,0.17,1.19,0.12,0.55,3.71,0.07,0.01,0.04,0.22,5.10,45.35,19.36,5.42,22.98,1.76
23585,23585,produits céréaliers,gâteaux et pâtisseries,Gâteau au chocolat,Chocolate cake,2,0,Ambiant (long),PS,Pas de préparation,2.40,0.80,9.49,0.45,1.01,17.48,0.46,0.06,0.26,1.22,32.65,202.83,203.25,5.88,50.47,10.10
23006,23006,produits céréaliers,gâteaux et pâtisseries,"Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises)",Sponge cake w chocolate w or wo cherry,2,0,Ambiant (long),PS,Pas de préparation,3.03,0.48,2.25,0.24,0.91,8.27,0.47,0.07,0.29,0.61,16.34,191.59,104.54,4.00,36.08,3.69
39234,39234,lait et produits laitiers,produits laitiers frais et assimilés,"Gâteau au chocolat, cœur fondant, rayon frais","Chocolate cake w melting centre, refrigerated",2,0,Glacé,PP,Pas de préparation,2.41,0.84,9.88,0.48,1.11,18.31,0.52,0.07,0.29,1.29,32.49,226.09,199.52,6.32,52.76,10.38
23103,23103,produits céréaliers,gâteaux et pâtisseries,"Gâteau au citron, tout type","Lemon cake, all types",2,0,Ambiant (long),PS,Pas de préparation,2.62,0.29,1.61,0.17,0.76,5.55,0.21,0.03,0.12,0.34,10.30,108.97,78.22,4.11,29.04,2.83
23589,23589,produits céréaliers,gâteaux et pâtisseries,Gâteau au fromage blanc,Fresh cream cheese cake,2,0,Ambiant (long),PS,Pas de préparation,2.67,0.31,1.70,0.18,0.78,5.91,0.26,0.04,0.15,0.39,11.67,123.12,84.07,2.87,29.93,2.91
23588,23588,produits céréaliers,gâteaux et pâtisseries,Gâteau au yaourt,Yogurt cake,2,0,Ambiant (long),PS,Pas de préparation,2.27,0.31,1.70,0.18,0.78,5.91,0.26,0.04,0.15,0.39,11.67,123.12,84.07,2.87,29.93,2.91
24664,24664,produits céréaliers,gâteaux et pâtisseries,Gâteau aux amandes type financier,Almond cake,2,0,Ambiant (long),PS,Pas de préparation,2.59,0.86,6.11,0.34,0.95,15.02,0.51,0.07,0.28,1.17,21.56,259.28,110.19,31.60,50.18,14.46
23803,23803,produits céréaliers,gâteaux et pâtisseries,"Gâteau basque, cerises","Basque cake (shortbread), with cherries",2,0,Ambiant (long),PS,Pas de préparation,2.52,0.32,3.23,0.19,0.78,6.26,0.23,0.03,0.13,0.43,10.72,128.35,39.61,2.42,30.59,3.69
23802,23802,produits céréaliers,gâteaux et pâtisseries,"Gâteau basque, crème pâtissière","Basque cake (shortbread), with custard",2,0,Ambiant (long),PS,Pas de préparation,2.13,0.32,3.23,0.19,0.78,6.26,0.23,0.03,0.13,0.43,10.72,128.35,39.61,2.42,30.59,3.69
23536,23536,lait et produits laitiers,produits laitiers frais et assimilés,"Gâteau de riz au caramel, rayon frais","Rice pudding w caramel sauce, refrigerated",2,0,Glacé,PP,Pas de préparation,2.90,0.21,1.68,0.16,0.79,3.94,0.14,0.02,0.08,0.23,6.03,69.62,28.96,2.29,27.11,2.19
39232,39232,lait et produits laitiers,produits laitiers frais et assimilés,"Gâteau de riz, appertisé","Rice pudding, canned",2,0,Glacé,Acier,Pas de préparation,2.90,0.22,1.71,0.18,0.75,4.73,0.16,0.02,0.09,0.32,6.41,73.37,36.00,2.61,24.77,2.35
23534,23534,lait et produits laitiers,produits laitiers frais et assimilés,"Gâteau de semoule aux raisins et caramel, rayon frais","Semolina pudding, with raisins and caramel sauce, refrigerated",2,0,Glacé,PP,Pas de préparation,2.30,0.18,1.68,0.15,0.79,3.38,0.12,0.02,0.07,0.21,5.50,70.90,24.38,0.79,25.87,2.01
23535,23535,lait et produits laitiers,produits laitiers frais et assimilés,"Gâteau de semoule, appertisé","Semolina pudding, canned",2,0,Glacé,Acier,Pas de préparation,1.90,0.21,1.70,0.17,0.77,4.39,0.17,0.02,0.09,0.33,6.81,86.02,33.60,0.96,24.29,2.40
23925,23925,produits céréaliers,gâteaux et pâtisseries,Gâteau marbré,Marble cake,2,0,Ambiant (long),PS,Pas de préparation,2.13,0.48,4.79,0.25,0.86,9.56,0.38,0.05,0.21,0.70,16.26,192.33,58.82,4.06,37.36,5.83
23586,23586,produits céréaliers,gâteaux et pâtisseries,"Gâteau moelleux au chocolat, préemballé","Chocolate soft cake, prepacked",2,0,Ambiant (long),PS,Pas de préparation,2.19,0.83,10.66,0.50,1.02,18.85,0.40,0.06,0.22,1.25,35.33,164.68,255.95,5.84,51.19,9.72
23937,23937,produits céréaliers,gâteaux et pâtisseries,Gâteau moelleux aux fruits,Fruit soft cake,2,0,Ambiant (long),PS,Pas de préparation,3.72,0.42,2.33,0.95,0.75,6.17,0.23,0.02,0.10,0.47,9.88,88.16,279.83,4.85,33.57,10.97
23938,23938,produits céréaliers,gâteaux et pâtisseries,Gâteau moelleux aux fruits à coque,Soft cake with nuts,2,0,Ambiant (long),PS,Pas de préparation,2.13,0.55,4.48,0.31,0.89,10.81,0.34,0.05,0.20,0.75,16.38,157.21,127.43,12.07,40.82,8.00
23939,23939,produits céréaliers,gâteaux et pâtisseries,Gâteau moelleux fourré au chocolat ou aux pépites de chocolat ou au lait,Soft cake filled with chocolate or chocolate drops or milk,2,0,Ambiant (long),PS,Pas de préparation,2.19,0.83,10.66,0.50,1.02,18.85,0.40,0.06,0.22,1.25,35.33,164.68,255.95,5.84,51.19,9.72
23941,23941,produits céréaliers,gâteaux et pâtisseries,Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré,"Soft cake filled with fruits, mini sponge roll type",2,0,Ambiant (long),PS,Pas de préparation,3.50,0.42,2.33,0.95,0.75,6.17,0.23,0.02,0.10,0.47,9.88,88.16,279.83,4.85,33.57,10.97
23594,23594,produits céréaliers,gâteaux et pâtisseries,Gâteau moelleux nature type génoise,"Soft cake, plain, sponge cake type",2,0,Ambiant (long),PS,Pas de préparation,2.13,0.41,3.96,0.23,0.83,8.11,0.33,0.04,0.19,0.59,13.92,163.53,53.23,3.48,34.66,4.79
23007,23007,produits céréaliers,gâteaux et pâtisseries,"Gâteau mousse de fruits sur génoise, type miroir, bavarois",Sponge cake w fruit mousse,2,0,Ambiant (long),PS,Pas de préparation,3.06,0.42,2.33,0.95,0.75,6.17,0.23,0.02,0.10,0.47,9.88,88.16,279.83,4.85,33.57,10.97
23005,23005,produits céréaliers,gâteaux et pâtisseries,Gâteau Paris-Brest (pâte à choux crème mousseline praliné),Chou pastry with praline flavoured creme,2,0,Ambiant (long),PS,Pas de préparation,2.59,0.43,4.88,0.28,0.82,9.17,0.24,0.03,0.13,0.65,16.86,114.09,107.84,3.04,35.78,5.94
23930,23930,produits céréaliers,gâteaux et pâtisseries,"Gâteau sablé aux fruits, préemballé","Fruit shortbread cake, prepacked",2,0,Ambiant (long),PS,Pas de préparation,2.91,0.47,3.58,0.81,0.80,7.51,0.29,0.04,0.15,0.55,12.54,139.22,228.36,4.69,34.14,7.55
23854,23854,produits céréaliers,gâteaux et pâtisseries,"Gaufre croustillante (fine ou sèche), chocolatée, préemballée","Wafer biscuit, crunchy (thin or dry), with chocolate, prepacked",2,0,Ambiant (long),PS,Pas de préparation,2.91,0.45,4.63,0.25,0.85,9.21,0.34,0.05,0.19,0.68,15.94,187.26,54.94,3.79,36.52,5.72
23853,23853,produits céréaliers,gâteaux et pâtisseries,"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée","Wafer biscuit, crunchy (thin or dry), plain or with sugar, prepacked",2,0,Ambiant (long),PS,Pas de préparation,2.13,0.35,3.25,0.20,0.81,6.68,0.27,0.04,0.15,0.47,11.72,144.38,46.24,2.55,31.62,3.75
23852,23852,produits céréaliers,gâteaux et pâtisseries,"Gaufre moelleuse (type bruxelloise ou liégeoise), chocolatée, préemballée","Soft waffle (Brussels-style), with chocolate, prepacked",2,0,Ambiant (long),PS,Pas de préparation,2.19,0.56,6.96,0.33,0.89,12.40,0.31,0.04,0.17,0.85,22.27,164.32,125.56,4.19,40.71,7.08
23851,23851,produits céréaliers,gâteaux et pâtisseries,"Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée","Soft waffle (Brussels-style), plain or with sugar, prepacked",2,0,Ambiant (long),PS,Pas de préparation,2.13,0.38,3.79,0.21,0.81,7.55,0.28,0.04,0.16,0.54,13.06,153.35,47.14,3.08,33.30,4.57
24311,24311,produits céréaliers,céréales de petit-déjeuner et biscuits,"Gaufrette fourrée chocolat, préemballée","Wafer biscuit, filled with chocolate, prepacked",2,0,Ambiant (long),Carton,Pas de préparation ,2.98,0.72,8.60,0.42,0.98,15.59,0.41,0.06,0.23,1.14,28.70,200.69,184.57,5.38,44.00,9.10
24312,24312,produits céréaliers,céréales de petit-déjeuner et biscuits,"Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée","Wafer biscuit, filled with nuts (hazelnut, almond, praline, etc.), with chocolate or not, prepacked",2,0,Ambiant (long),Carton,Pas de préparation ,3.38,0.87,4.88,0.33,0.93,14.06,0.46,0.06,0.25,1.17,19.80,240.55,129.98,39.16,46.63,15.76
24320,24320,produits céréaliers,céréales de petit-déjeuner et biscuits,"Gaufrette fourrée, aux fruits","Wafer biscuit, with fruits",2,0,Ambiant (long),Carton,Pas de préparation ,2.92,0.46,3.40,0.82,0.81,7.25,0.29,0.04,0.15,0.59,12.63,144.08,241.91,4.56,31.10,7.75
24300,24300,produits céréaliers,céréales de petit-déjeuner et biscuits,Gaufrette ou éventail sans fourrage,Wafer biscuit without filling,2,0,Ambiant (long),Carton,Pas de préparation ,2.92,0.45,4.44,0.26,0.86,8.95,0.34,0.05,0.19,0.72,16.03,192.12,68.50,3.66,33.48,5.92
24313,24313,produits céréaliers,céréales de petit-déjeuner et biscuits,"Gaufrette, fourrée vanille, préemballée","Wafer biscuit, plain or vanilla flavoured, prepacked",2,0,Ambiant (long),Carton,Pas de préparation ,2.92,0.45,4.44,0.26,0.86,8.95,0.34,0.05,0.19,0.72,16.03,192.12,68.50,3.66,33.48,5.92
11007,11007,aides culinaires et ingrédients divers,ingrédients divers,"Gélatine, sèche","Gelatine, dried",2,0,Ambiant (long),Carton,Pas de préparation,2.83,0.25,1.61,0.17,0.97,3.63,0.23,0.03,0.14,0.30,7.36,93.49,47.80,1.34,27.28,2.08
23940,23940,produits céréaliers,gâteaux et pâtisseries,Génoise fourrée et nappée au chocolat,Sponge cake filled and covered with chocolate,2,0,Ambiant (long),PS,Pas de préparation,2.59,0.83,10.66,0.50,1.02,18.85,0.40,0.06,0.22,1.25,35.33,164.68,255.95,5.84,51.19,9.72
24686,24686,produits céréaliers,céréales de petit-déjeuner et biscuits,Génoise sèche fourrée aux fruits et nappée de chocolat,Dried sponge cake filled with fruits and covered with chocolate,2,0,Ambiant (long),Carton,Pas de préparation ,3.50,0.42,2.14,0.96,0.76,5.91,0.23,0.02,0.10,0.51,9.97,93.02,293.39,4.72,30.53,11.17
40700,40700,"viandes, œufs, poissons",viandes crues,"Gésier, poulet, cru","Gizzard, chicken, raw",2,0,Glacé,PS,Pas de préparation,2.59,0.21,1.56,0.16,0.34,4.61,0.17,0.02,0.10,0.31,5.58,67.45,37.40,1.46,21.93,2.53
1002,1002,boissons,boisson alcoolisées,Gin,Gin,2,0,Ambiant (moyenne),Verre,Réfrigéré chez le consommateur,3.29,0.12,1.16,0.18,0.32,8.40,0.14,0.01,0.01,0.17,1.21,21.32,17.41,0.27,19.97,2.20
11006,11006,aides culinaires et ingrédients divers,épices,"Gingembre, poudre","Ginger, powder",2,0,Ambiant (long),Verre,Pas de préparation,4.31,0.16,1.15,0.20,0.40,5.84,0.13,0.02,0.05,0.23,4.02,20.72,22.58,1.98,21.77,3.52
11074,11074,aides culinaires et ingrédients divers,épices,"Gingembre, racine crue","Ginger, raw",2,0,Ambiant (long),Pas d'emballage,Pas de préparation,3.73,0.10,0.59,0.10,0.21,3.63,0.07,0.01,0.04,0.12,3.29,14.62,12.77,1.78,10.81,2.03
39526,39526,glaces et sorbets,sorbets,Glace à l'eau,Ice lolly,2,0,Congelé,PP,Pas de préparation,1.92,0.19,0.96,0.18,1.01,3.31,0.08,0.01,0.04,0.21,3.52,26.55,24.02,5.96,31.69,2.51
39517,39517,glaces et sorbets,glaces,Glace au yaourt,Frozen yogurt,2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
39503,39503,glaces et sorbets,glaces,"Glace ou crème glacée, bâtonnet, enrobé de chocolat","Ice cream on stick, with chocolate coating",2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
39509,39509,glaces et sorbets,glaces,"Glace ou crème glacée, cône (taille standard)","Ice cream, cone (normal size)",2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
39515,39515,glaces et sorbets,glaces,"Glace ou crème glacée, en bac","Ice cream, in box",2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
39520,39520,glaces et sorbets,glaces,"Glace ou crème glacée, gourmande, en bac","Ice cream, luxury, in box",2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
39521,39521,glaces et sorbets,glaces,"Glace ou crème glacée, gourmande, en pot","Ice cream, luxury, in cup",2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
39522,39522,glaces et sorbets,glaces,"Glace ou crème glacée, mini cône","Ice cream, cone, mini",2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
39531,39531,glaces et sorbets,glaces,"Glace ou crème glacée, petit pot enfant","Ice cream, in cup for children",2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
39523,39523,glaces et sorbets,glaces,"Glace ou crème glacée, pot individuel","Ice cream, in individual cup",2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
26264,26264,produits céréaliers,"pâtes, riz et céréales","Gnocchi à la pomme de terre, cru","Gnocchi, from potato, raw",2,0,Glacé,LPDE,Pas de préparation ,1.92,0.09,0.72,0.10,0.28,2.45,0.05,0.01,0.02,0.15,3.28,44.60,19.91,0.85,14.41,1.68
25510,25510,produits céréaliers,"pâtes, riz et céréales","Gnocchi à la pomme de terre, cuit","Gnocchi, from potato, cooked",2,0,Glacé,PP,Micro onde,1.92,0.12,0.80,0.15,0.84,2.58,0.05,0.01,0.03,0.16,4.11,46.43,22.99,0.87,26.35,1.97
26265,26265,produits céréaliers,"pâtes, riz et céréales","Gnocchi à la semoule, cru","Gnocchi, from semolina, raw",2,0,Glacé,LPDE,Pas de préparation ,1.92,0.09,0.72,0.10,0.28,2.45,0.05,0.01,0.02,0.15,3.28,44.60,19.91,0.85,14.41,1.68
25479,25479,produits céréaliers,"pâtes, riz et céréales","Gnocchi à la semoule, cuit","Gnocchi, from semolina, cooked",2,0,Glacé,PP,Micro onde,1.92,0.12,0.80,0.15,0.84,2.58,0.05,0.01,0.03,0.16,4.11,46.43,22.99,0.87,26.35,1.97
58103,58103,"fruits, légumes, légumineuses et oléagineux",légumes,"Gombo, fruit, cuit","Okra, cooked, without salt",2,0,Glacé,PP,Cuisson à l'eau,2.95,0.23,1.85,0.27,1.03,7.63,0.07,0.01,0.03,0.32,7.12,17.88,78.51,2.14,41.57,5.03
12524,12524,lait et produits laitiers,fromages,Gorgonzola,"Gorgonzola cheese, from cow's milk",2,0,Glacé,PP,Pas de préparation,2.24,0.49,5.43,0.25,0.66,8.94,0.38,0.06,0.24,0.65,16.82,267.91,77.61,1.88,29.24,4.12
12736,12736,lait et produits laitiers,fromages,Gouda,"Gouda cheese, from cow's milk",2,0,Glacé,LPDE,Pas de préparation,2.24,0.57,6.27,0.29,0.75,10.56,0.46,0.06,0.27,0.76,19.20,307.32,87.41,2.18,34.66,4.69
25437,25437,entrées et plats composés,plats composés,Gougère,Small cheese chou-pastry puff,2,0,Glacé,Carton,Micro onde ,2.26,0.43,3.83,0.27,1.00,8.04,0.34,0.05,0.20,0.63,13.95,182.02,70.33,2.77,34.70,4.97
24231,24231,produits céréaliers,céréales de petit-déjeuner et biscuits,"Goûter sec fourré (""sandwiché"") parfum chocolat","Biscuit (cookie), snack w chocolate filling",2,0,Ambiant (long),Carton,Pas de préparation ,2.42,0.62,7.55,0.36,0.86,13.31,0.36,0.05,0.20,0.89,25.17,202.70,148.41,4.60,37.18,8.19
24240,24240,produits céréaliers,céréales de petit-déjeuner et biscuits,"Goûter sec fourré (""sandwiché"") parfum fruits","Biscuit (cookie), snack with fruits filling",2,0,Ambiant (long),Carton,Pas de préparation ,2.53,0.46,3.40,0.82,0.81,7.25,0.29,0.04,0.15,0.59,12.63,144.08,241.91,4.56,31.10,7.75
24225,24225,produits céréaliers,céréales de petit-déjeuner et biscuits,"Goûter sec fourré (""sandwiché"") parfum lait ou vanille","Biscuit (cookie), snack with dairy or vanilla filling",2,0,Ambiant (long),Carton,Pas de préparation ,2.42,0.62,7.55,0.36,0.86,13.31,0.36,0.05,0.20,0.89,25.17,202.70,148.41,4.60,37.18,8.19
13083,13083,"fruits, légumes, légumineuses et oléagineux",fruits,"Goyave, pulpe, crue","Guava, pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,3.01,0.15,1.16,0.14,0.33,4.62,0.05,0.01,0.02,0.38,3.49,26.23,41.15,3.22,18.38,3.05
20993,20993,aides culinaires et ingrédients divers,algues,"Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée","Gracilaria seaweeds (Gracilaria verrucosa), dried or dehydrated",2,0,Ambiant (long),LPDE,Pas de préparation,2.99,1.25,6.55,1.89,12.26,34.82,0.70,0.10,0.12,2.24,11.71,21.75,157.99,4.93,341.43,30.23
32000,32000,produits céréaliers,céréales de petit-déjeuner et biscuits,"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux","Breakfast cereals, popped or puffed wheat grain, with honey or caramel, fortified with vitamins and chemical elements",2,0,Ambiant (long),LPDE,Pas de préparation ,4.03,0.43,3.46,0.25,0.85,9.28,0.24,0.03,0.14,0.56,23.76,184.21,83.28,6.83,37.24,3.91
32115,32115,produits céréaliers,céréales de petit-déjeuner et biscuits,"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux","Breakfast cereals, chocolate puffed/popped wheat grain, fortified with vitamins and chemical elements",2,0,Ambiant (long),Carton,Pas de préparation ,3.71,0.42,3.29,0.26,0.84,8.94,0.24,0.03,0.14,0.57,23.81,187.95,96.68,6.65,33.44,4.02
16550,16550,matières grasses,autres matières grasses,Graisse de canard,Duck fat,2,0,Glacé,PP,Pas de préparation,2.96,0.20,1.45,0.16,0.40,4.35,0.16,0.02,0.09,0.31,5.40,65.52,36.21,1.32,22.26,2.52
16570,16570,matières grasses,autres matières grasses,Graisse de dinde,Turkey fat,2,0,Glacé,PP,Pas de préparation,2.96,0.20,1.45,0.16,0.40,4.35,0.16,0.02,0.09,0.31,5.40,65.52,36.21,1.32,22.26,2.52
16540,16540,matières grasses,autres matières grasses,Graisse de poulet,Chicken fat,2,0,Glacé,PP,Pas de préparation,2.96,0.20,1.45,0.16,0.40,4.35,0.16,0.02,0.09,0.31,5.40,65.52,36.21,1.32,22.26,2.52
16560,16560,matières grasses,autres matières grasses,Graisse d'oie,Goose fat,2,0,Glacé,PP,Pas de préparation,2.96,0.20,1.45,0.16,0.40,4.35,0.16,0.02,0.09,0.31,5.40,65.52,36.21,1.32,22.26,2.52
12123,12123,lait et produits laitiers,fromages,Grana Padano,"Grana Padano cheese, from cow's milk",2,0,Glacé,LPDE,Pas de préparation,2.24,0.57,6.27,0.29,0.75,10.56,0.46,0.06,0.27,0.76,19.20,307.32,87.41,2.18,34.66,4.69
25052,25052,entrées et plats composés,plats composés,Gratin d'aubergine,Eggplant au gratin (oven grilled),2,0,Glacé,PP,Micro onde ,3.27,0.30,2.95,0.22,0.92,9.04,0.19,0.02,0.06,0.66,5.73,56.79,78.73,1.47,40.07,3.79
25056,25056,entrées et plats composés,plats composés,Gratin dauphinois,"Dauphiné-style creamed potatoes ""au gratin""",2,0,Glacé,PP,Micro onde ,1.81,0.21,1.85,0.20,0.90,4.02,0.12,0.02,0.06,0.28,6.33,78.08,37.28,1.35,30.04,3.22
25101,25101,entrées et plats composés,plats composés,Gratin de chou-fleur,Cauliflower au gratin (oven grilled),2,0,Glacé,PP,Micro onde ,1.81,0.18,1.59,0.18,0.87,3.69,0.11,0.01,0.06,0.20,6.51,65.20,21.39,0.57,28.48,2.31
25162,25162,entrées et plats composés,plats composés,Gratin de légumes,Vegetables au gratin (oven grilled),2,0,Glacé,PP,Micro onde ,2.83,0.30,2.95,0.22,0.92,9.04,0.19,0.02,0.06,0.66,5.73,56.79,78.73,1.47,40.07,3.79
25588,25588,entrées et plats composés,plats composés,"Gratin de légumes en sauce blanche type béchamel, cuit",Vegetables au gratin (oven grilled) in bechamel sauce,2,0,Glacé,PP,Micro onde ,2.20,0.18,1.59,0.18,0.87,3.69,0.11,0.01,0.06,0.20,6.51,65.20,21.39,0.57,28.48,2.31
25122,25122,entrées et plats composés,plats composés,Gratin de pâtes,Pasta au gratin (oven grilled),2,0,Glacé,PP,Micro onde ,2.29,0.36,2.72,0.24,1.07,6.44,0.28,0.04,0.17,0.62,15.38,202.53,39.61,0.99,38.30,5.33
25154,25154,entrées et plats composés,plats composés,Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson,Fish brandade or fish shepherd's pie,2,0,Glacé,PP,Micro onde ,2.78,1.46,8.64,1.84,1.35,160.45,1.66,0.24,0.65,0.62,59.95,70.08,101.39,1.68,133.06,15.81
25037,25037,entrées et plats composés,plats composés,"Gratin ou cassolette de poisson et / ou fruits de mer, à cuire","Fish or seafood au gratin, intended to be cook",2,0,Glacé,PP,Micro onde ,2.83,1.41,8.98,1.78,1.43,148.67,1.53,0.22,0.62,0.73,56.18,156.28,94.51,1.44,133.54,17.32
25038,25038,entrées et plats composés,plats composés,"Gratin ou cassolette de poisson et / ou fruits de mer, cuit","Fish and shrimp 'au gratin', previously frozen",2,0,Congelé,PP,Micro onde ,3.27,1.36,8.62,1.73,1.65,142.18,1.46,0.21,0.59,0.72,53.74,149.51,91.77,1.44,133.56,16.81
13018,13018,"fruits, légumes, légumineuses et oléagineux",fruits,"Grenade, pulpe et pépins, crue","Pomegranate, pulp and pips, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,3.12,0.07,0.43,0.09,0.26,1.62,0.02,0.00,0.01,0.08,0.83,4.38,21.07,2.95,9.48,2.43
26128,26128,"viandes, œufs, poissons",poissons crus,"Grenadier (de roche), cru","Roundnose grenadier, raw",2,0,Glacé,PS,Pas de préparation,3.64,1.87,10.97,2.45,0.93,224.31,2.25,0.33,0.86,0.61,78.28,25.06,90.11,1.04,161.15,20.02
26214,26214,"viandes, œufs, poissons",poissons crus,"Grenadier bleu ou hoki de Nouvelle-Zélande, cru","Blue grenadier, raw",2,0,Glacé,PS,Pas de préparation,3.68,1.13,6.86,1.60,0.65,130.95,1.31,0.19,0.50,0.44,45.68,16.62,56.55,0.69,100.52,19.16
7525,7525,produits céréaliers,pains et viennoiseries,Gressins,Grissini or bread stick,2,0,Ambiant (court),Carton,Pas de préparation ,1.95,0.16,0.75,0.13,0.56,3.30,0.08,0.01,0.04,0.25,6.16,60.92,85.47,1.43,18.34,1.85
13110,13110,"fruits, légumes, légumineuses et oléagineux",fruits,"Griotte, crue","Morello cherry, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.36,0.40,0.91,0.17,0.28,6.89,0.04,0.01,0.03,0.39,3.11,3.78,34.34,39.43,15.28,3.03
26219,26219,"viandes, œufs, poissons",poissons crus,"Grondin perlon, cru","Tub gurnard, raw",2,0,Glacé,PS,Pas de préparation,3.64,1.87,10.97,2.45,0.93,224.31,2.25,0.33,0.86,0.61,78.28,25.06,90.11,1.04,161.15,20.02
26106,26106,"viandes, œufs, poissons",poissons crus,"Grondin, cru","Red gurnard, raw",2,0,Glacé,PS,Pas de préparation,3.64,1.31,6.79,1.40,0.62,119.19,1.20,0.17,0.45,0.73,41.63,17.00,75.19,1.03,100.53,211.33
13020,13020,"fruits, légumes, légumineuses et oléagineux",fruits,"Groseille à maquereau, crue","Gooseberry, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,3.01,0.37,1.54,1.06,0.43,4.80,0.13,0.01,0.03,0.63,3.76,-4.82,309.94,6.83,29.88,27.67
13019,13019,"fruits, légumes, légumineuses et oléagineux",fruits,"Groseille, crue","Red currant, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.92,0.27,1.76,0.25,0.53,4.62,0.10,0.01,0.03,0.86,4.29,-24.86,62.54,5.73,36.47,33.28
12114,12114,lait et produits laitiers,fromages,Gruyère,"Gruyere cheese, from cow's milk",2,0,Glacé,LPDE,Pas de préparation,1.81,0.57,6.27,0.29,0.75,10.56,0.46,0.06,0.27,0.76,19.20,307.32,87.41,2.18,34.66,4.69
12113,12113,lait et produits laitiers,fromages,Gruyère IGP France,"Gruyere cheese, France, Protected Geographical Indication, from cow's milk",2,0,Glacé,LPDE,Pas de préparation,1.81,0.57,6.27,0.29,0.75,10.56,0.46,0.06,0.27,0.76,19.20,307.32,87.41,2.18,34.66,4.69
25620,25620,aides culinaires et ingrédients divers,sauces,"Guacamole, préemballé","Guacamole, prepacked",2,0,Glacé,V (PVC),Pas de préparation,2.51,0.48,2.19,0.26,0.83,8.48,0.11,0.02,0.05,0.58,11.13,100.64,94.30,27.84,38.40,7.11
