Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,code saison (0 : hors saison ; 1 : de saison ; 2 : mix de consommation FR),code avion (1 : par avion),Livraison,Matériau d'emballage,Préparation,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
20128,20128,"fruits, légumes, légumineuses et oléagineux",légumes,"Courge musquée, pulpe, crue","Pumpkin (cucurbita moschata), pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.60,0.10,0.52,0.09,0.32,1.77,0.03,0.00,0.01,0.11,1.94,6.66,37.59,3.43,11.92,3.81
20145,20145,"fruits, légumes, légumineuses et oléagineux",légumes,"Courge spaghetti, pulpe, crue","Squash, spaghetti, pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.38,0.10,0.55,0.09,0.32,1.89,0.03,0.00,0.01,0.11,1.98,6.88,37.86,3.44,12.30,3.87
20143,20143,"fruits, légumes, légumineuses et oléagineux",légumes,"Courge spaghetti, pulpe, cuite","Squash, spaghetti, pulp, cooked",2,0,Glacé,PP,Cuisson à l'eau,2.89,0.19,1.27,0.21,1.02,3.79,0.05,0.01,0.02,0.21,2.80,8.88,49.47,4.18,36.14,5.74
20139,20139,"fruits, légumes, légumineuses et oléagineux",légumes,"Courge, crue","Squash, all types, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.38,0.10,0.55,0.09,0.32,1.89,0.03,0.00,0.01,0.11,1.98,6.88,37.86,3.44,12.30,3.87
20020,20020,"fruits, légumes, légumineuses et oléagineux",légumes,"Courgette, pulpe et peau, crue","Courgette or zucchini, pulp and peel, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.43,0.05,0.41,0.08,0.23,2.05,0.02,0.00,0.01,0.07,1.83,9.07,12.09,0.55,9.05,1.96
20021,20021,"fruits, légumes, légumineuses et oléagineux",légumes,"Courgette, pulpe et peau, cuite","Courgette or zucchini, pulp and peel, cooked",2,0,Glacé,PP,Cuisson à l'eau,2.92,0.12,0.99,0.18,0.78,3.71,0.04,0.00,0.01,0.15,2.53,11.29,18.41,0.79,28.32,3.28
20230,20230,"fruits, légumes, légumineuses et oléagineux",légumes,"Courgette, pulpe et peau, surgelée, crue","Courgette or zucchini, pulp and peel, frozen, raw",2,0,Congelé,LPDE,Pas de préparation,2.95,0.12,0.89,0.17,0.98,3.40,0.04,0.00,0.01,0.17,2.25,10.77,17.44,0.87,30.67,3.12
20264,20264,"fruits, légumes, légumineuses et oléagineux",légumes,"Courgette, purée","Courgettes, puree",2,0,Glacé,PP,Micro onde,2.92,0.14,1.20,0.20,0.88,4.46,0.04,0.01,0.02,0.19,3.13,13.65,23.14,0.91,31.59,3.89
7744,7744,produits céréaliers,pains et viennoiseries,"Couronne de Noël (Brioche) aux fruits confits, préemballée","Christmas brioche with candied fruits, prepacked",2,0,Ambiant (court),PS,Pas de préparation ,2.91,0.47,4.93,0.26,0.72,9.64,0.36,0.05,0.21,0.70,16.63,206.96,58.61,3.62,35.54,5.64
11172,11172,aides culinaires et ingrédients divers,aides culinaires,"Court-bouillon pour poissons, déshydraté","Aromatic stock cube, for fish, dehydrated",2,0,Ambiant (long),Aluminium,Pas de préparation,3.55,2.20,8.09,3.26,33.55,23.52,0.56,0.06,0.19,2.52,28.93,110.21,294.16,15.31,752.49,22.96
9681,9681,produits céréaliers,"pâtes, riz et céréales","Couscous (semoule de blé dur roulée précuite à la vapeur), crue","Couscous (durum wheat semolina pre-cooked with steam), raw",2,0,Ambiant (long),LPDE,Pas de préparation,3.20,0.27,1.32,0.12,0.45,5.02,0.26,0.04,0.16,0.61,16.30,208.57,20.37,0.64,22.24,5.02
9683,9683,produits céréaliers,"pâtes, riz et céréales","Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée","Couscous (durum wheat semolina pre-cooked with steam), cooked, unsalted",2,0,Ambiant (moyenne),PP,Micro onde,3.19,0.12,0.56,0.06,0.25,2.14,0.11,0.02,0.07,0.26,7.20,91.93,9.09,0.22,10.55,2.24
25152,25152,entrées et plats composés,plats composés,Couscous à la viande,Couscous w meat,2,0,Glacé,PP,Micro onde ,2.39,0.47,3.84,0.28,1.01,8.50,0.39,0.06,0.24,0.55,14.52,239.30,67.33,2.80,41.29,5.02
25043,25043,entrées et plats composés,plats composés,"Couscous à la viande ou au poulet, allégé","Couscous with meat or chicken, light",2,0,Glacé,PP,Micro onde ,2.51,0.38,2.48,0.30,1.03,7.78,0.30,0.04,0.17,0.61,11.72,132.14,71.55,3.05,43.98,5.24
25029,25029,entrées et plats composés,plats composés,Couscous au mouton,Couscous w mutton,2,0,Glacé,PP,Micro onde ,2.55,1.66,16.67,0.44,1.20,24.20,1.69,0.25,1.10,0.97,54.32,1451.68,138.74,4.95,52.12,7.93
25107,25107,entrées et plats composés,plats composés,Couscous au poisson,Couscous w fish,2,0,Glacé,PP,Micro onde ,2.82,0.69,4.06,0.90,1.06,72.46,0.75,0.11,0.29,0.35,27.83,34.02,44.26,1.33,73.85,8.61
25138,25138,entrées et plats composés,plats composés,Couscous au poulet,Couscous w chicken,2,0,Glacé,PP,Micro onde ,2.51,0.35,2.28,0.28,1.00,7.14,0.27,0.04,0.16,0.55,10.76,119.91,65.20,2.84,41.95,4.97
25150,25150,entrées et plats composés,plats composés,Couscous de légumes,Couscous with vegetables,2,0,Glacé,PP,Micro onde ,2.36,0.13,0.84,0.16,0.85,2.67,0.06,0.01,0.03,0.19,4.07,34.21,20.58,1.34,27.69,3.05
25127,25127,entrées et plats composés,plats composés,Couscous royal (avec plusieurs viandes),Couscous royal (with different meats),2,0,Glacé,PP,Micro onde ,2.83,0.47,3.84,0.28,1.01,8.50,0.39,0.06,0.24,0.55,14.52,239.30,67.33,2.80,41.29,5.02
39700,39700,aides culinaires et ingrédients divers,sauces,"Crème anglaise, préemballée","Light custard cream with vanilla, prepacked",2,0,Glacé,V (PVC),Pas de préparation,1.78,0.23,1.88,0.18,0.84,4.25,0.17,0.02,0.10,0.26,6.83,86.33,38.04,1.72,27.64,2.28
39211,39211,lait et produits laitiers,produits laitiers frais et assimilés,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais","Custard cream with eggs (a small jar of chocolate or vanilla cream or other flavour), refrigerated",2,0,Glacé,PP,Pas de préparation,2.41,0.38,3.82,0.26,0.89,7.68,0.24,0.03,0.14,0.51,13.86,104.00,92.62,2.34,33.69,3.96
39213,39213,lait et produits laitiers,produits laitiers frais et assimilés,"Crème brûlée, rayon frais","Caramelized custard cream (crème brûlée), refrigerated",2,0,Glacé,PP,Pas de préparation,3.07,0.32,2.79,0.25,0.83,6.18,0.22,0.03,0.11,0.50,11.61,114.52,66.56,2.55,32.98,6.15
39209,39209,lait et produits laitiers,produits laitiers frais et assimilés,"Crème caramel, rayon frais","Custard cream with caramel sauce, refrigerated",2,0,Glacé,PP,Pas de préparation,2.36,0.25,1.83,0.18,0.83,4.40,0.20,0.03,0.12,0.29,7.49,90.71,37.83,1.56,28.46,2.39
19420,19420,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème chantilly, sous pression, UHT","Whipped cream or Chantilly cream, under pressure, UHT",2,0,Glacé,PP,Pas de préparation,3.16,0.34,3.58,0.27,0.38,7.33,0.21,0.03,0.10,0.66,14.47,130.16,84.38,2.44,26.58,9.38
1021,1021,boissons,boisson alcoolisées,Crème de cassis,Blackcurrant liqueur,2,0,Ambiant (moyenne),Verre,Réfrigéré chez le consommateur,2.97,0.23,1.47,0.23,0.38,5.43,0.14,0.01,0.05,0.50,5.98,8.43,74.81,2.83,26.95,14.17
19431,19431,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais","Thick cream, light, 15-20% fat, refrigerated",2,0,Glacé,PP,Pas de préparation,4.08,0.34,3.68,0.27,0.38,7.42,0.21,0.03,0.10,0.67,14.73,134.12,86.33,2.36,26.52,9.69
19430,19430,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT","Liquid cream, light, 15-20% fat, UHT",2,0,Glacé,PP,Pas de préparation,4.08,0.34,3.68,0.27,0.38,7.42,0.21,0.03,0.10,0.67,14.73,134.12,86.33,2.36,26.52,9.69
19410,19410,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 30% MG, épaisse, rayon frais","Thick cream 30% fat, refrigerated",2,0,Glacé,PP,Pas de préparation,4.08,0.34,3.68,0.27,0.38,7.42,0.21,0.03,0.10,0.67,14.73,134.12,86.34,2.36,26.58,9.69
19415,19415,lait et produits laitiers,crèmes et spécialités à base de crème,"Crème de lait, 30% MG, semi-épaisse, UHT","Liquid cream 30% fat, UHT",2,0,Glacé,PP,Pas de préparation,4.08,0.34,3.68,0.27,0.38,7.42,0.21,0.03,0.10,0.67,14.73,134.12,86.34,2.36,26.58,9.69
15013,15013,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Crème de marrons,Chestnut cream,2,0,Ambiant (long),Acier,Pas de préparation,3.53,0.38,1.54,0.32,1.68,6.77,0.12,0.02,0.06,0.48,7.48,19.05,136.18,13.75,49.30,6.13
15016,15016,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Crème de marrons vanillée, appertisée","Chestnut cream, vanilla flavoured, canned",2,0,Ambiant (long),Acier,Pas de préparation,3.53,0.38,1.54,0.32,1.68,6.77,0.12,0.02,0.06,0.48,7.48,19.05,136.18,13.75,49.30,6.13
39214,39214,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert à la vanille, appertisée","Custard dessert, vanilla, canned",2,0,Glacé,Acier,Pas de préparation,3.07,0.22,2.09,0.19,0.75,4.74,0.15,0.02,0.08,0.36,7.20,81.73,41.38,1.13,24.98,3.36
39229,39229,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert à la vanille, rayon frais","Custard dessert, vanilla, refrigerated",2,0,Glacé,PP,Pas de préparation,3.07,0.22,2.09,0.18,0.79,4.15,0.14,0.02,0.08,0.29,7.11,81.24,36.06,1.12,27.76,3.27
39246,39246,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au café, rayon frais","Custard dessert, coffee, refrigerated",2,0,Glacé,PP,Pas de préparation,3.52,0.22,2.09,0.18,0.79,4.15,0.14,0.02,0.08,0.29,7.11,81.24,36.06,1.12,27.76,3.27
39247,39247,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au caramel, rayon frais","Custard dessert, caramel, refrigerated",2,0,Glacé,PP,Pas de préparation,3.52,0.22,2.09,0.18,0.79,4.15,0.14,0.02,0.08,0.29,7.11,81.24,36.06,1.12,27.76,3.27
39506,39506,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au chocolat, appertisée","Custard dessert, chocolate, canned",2,0,Glacé,Acier,Pas de préparation,2.21,0.30,3.61,0.23,0.75,6.86,0.16,0.02,0.08,0.40,11.65,80.38,83.87,1.55,25.82,3.48
39200,39200,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert au chocolat, rayon frais","Custard dessert, chocolate, refrigerated",2,0,Glacé,PP,Pas de préparation,2.21,0.30,3.61,0.22,0.80,6.27,0.15,0.02,0.08,0.32,11.56,79.89,78.55,1.55,28.60,3.39
19673,19673,lait et produits laitiers,produits laitiers frais et assimilés,"Crème dessert, allégée en MG, rayon frais","Custard dessert, reduced fat, refrigerated",2,0,Glacé,PP,Pas de préparation,3.52,0.22,2.09,0.18,0.79,4.15,0.14,0.02,0.08,0.29,7.11,81.24,36.06,1.12,27.76,3.27
39710,39710,lait et produits laitiers,produits laitiers frais et assimilés,Crème pâtissière,Pastry cream or custard,2,0,Glacé,Carton,Pas de préparation,1.90,0.18,1.55,0.16,0.74,3.33,0.12,0.02,0.07,0.23,5.72,73.74,39.01,0.88,22.59,2.15
24370,24370,produits céréaliers,céréales de petit-déjeuner et biscuits,Crêpe dentelle,Wafer cookie,2,0,Ambiant (long),Carton,Pas de préparation ,2.49,0.85,8.26,0.41,1.08,16.53,0.71,0.10,0.41,1.31,29.65,368.10,122.84,7.14,48.68,10.21
38408,38408,produits céréaliers,céréales de petit-déjeuner et biscuits,"Crêpe dentelle (pour apéritif) au fromage, préemballée","Salted crispy crepe with cheese, prepacked",2,0,Ambiant (long),LPDE,Pas de préparation ,2.68,0.26,1.87,0.22,0.79,6.16,0.13,0.02,0.07,0.46,16.71,170.66,61.32,0.84,31.32,5.51
24371,24371,produits céréaliers,céréales de petit-déjeuner et biscuits,"Crêpe dentelle au chocolat, préemballée","Wafer cookie, with chocolate, prepacked",2,0,Ambiant (long),Carton,Pas de préparation ,2.59,0.72,8.60,0.42,0.98,15.59,0.41,0.06,0.23,1.14,28.70,200.69,184.57,5.38,44.00,9.10
23820,23820,produits céréaliers,gâteaux et pâtisseries,"Crêpe maison, fourrée à la confiture","Crepe, filled with jam, home-made",2,0,Ambiant (long),LPDE,Pas de préparation,2.80,0.23,1.60,0.15,0.77,4.08,0.17,0.02,0.10,0.30,7.60,87.83,35.79,1.66,27.54,2.03
23821,23821,produits céréaliers,gâteaux et pâtisseries,"Crêpe maison, fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes","Crepe, filled with chocolate or chocolate and hazelnut spread, home-made",2,0,Ambiant (long),LPDE,Pas de préparation,2.80,0.23,1.60,0.15,0.77,4.08,0.17,0.02,0.10,0.30,7.60,87.83,35.79,1.66,27.54,2.03
25572,25572,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette aux noix de St Jacques,"Crepe or buckwheat crepe, filled with scallops",2,0,Glacé,Carton,Four ,2.22,0.35,2.98,0.35,1.43,11.75,0.24,0.03,0.12,0.51,10.80,105.46,47.46,2.28,44.99,6.16
25562,25562,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette complète (œuf, jambon, fromage)","Crepe or buckwheat crepe, filled with egg, ham and cheese",2,0,Glacé,Carton,Four ,1.86,0.52,3.71,0.37,2.03,8.49,0.43,0.06,0.25,0.71,16.13,203.80,85.94,3.19,58.53,5.32
25625,25625,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée au poisson et / ou fruits de mer,"Crepe or buckwheat crepe, filled with fish and/or seafood",2,0,Glacé,Carton,Four ,2.89,0.54,3.05,0.39,1.84,9.04,0.19,0.02,0.09,5.62,30.99,117.65,69.62,10.41,57.64,5.02
25411,25411,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel champignon,"Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce",2,0,Glacé,Carton,Four ,1.82,0.20,1.39,0.23,1.39,3.40,0.10,0.01,0.05,0.29,5.83,70.18,40.98,2.13,36.40,2.92
25581,25581,entrées et plats composés,"pizzas, tartes et crêpes salées","Crêpe ou Galette fourrée béchamel champignon, cuite","Crepe or buckwheat crepe, filled with mushrooms and bechamel sauce, cooked",2,0,Glacé,Carton,Four ,2.32,0.52,3.81,0.38,2.25,8.16,0.41,0.06,0.25,0.68,16.06,206.33,85.83,2.73,63.15,5.08
25549,25549,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel fromage,"Crepe or buckwheat crepe, filled with cheese and bechamel sauce",2,0,Glacé,Carton,Four ,1.92,0.28,2.38,0.26,1.46,4.86,0.18,0.02,0.10,0.41,8.75,123.46,50.83,1.34,39.70,3.23
25409,25409,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon,"Crepe, filled with ham",2,0,Glacé,Carton,Four ,1.92,0.52,3.81,0.38,2.25,8.16,0.41,0.06,0.25,0.68,16.06,206.33,85.83,2.73,63.15,5.08
25410,25410,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage,"Crepe or buckwheat crepe, filled with cheese, ham and bechamel sauce",2,0,Glacé,Carton,Four ,1.92,0.52,3.81,0.38,2.25,8.16,0.41,0.06,0.25,0.68,16.06,206.33,85.83,2.73,63.15,5.08
25552,25552,entrées et plats composés,"pizzas, tartes et crêpes salées",Crêpe ou Galette fourrée béchamel jambon fromage champignon,"Crepe or buckwheat crepe, filled with cheese, ham, mushrooms and bechamel sauce",2,0,Glacé,Carton,Four ,1.92,0.47,3.54,0.36,2.05,7.62,0.35,0.05,0.21,0.64,14.44,179.73,76.10,3.18,57.98,5.15
23815,23815,produits céréaliers,gâteaux et pâtisseries,"Crêpe préemballée, fourrée au sucre","Crepe filled with sugar, prepacked",2,0,Ambiant (long),LPDE,Pas de préparation,2.41,0.23,1.60,0.15,0.77,4.08,0.17,0.02,0.10,0.30,7.60,87.83,35.79,1.66,27.54,2.03
23829,23829,produits céréaliers,gâteaux et pâtisseries,"Crêpe préemballée, fourrée chocolat","Crepe filled with chocolate, prepacked",2,0,Ambiant (long),LPDE,Pas de préparation,2.33,0.50,5.70,0.31,0.93,10.72,0.29,0.04,0.17,0.80,19.30,141.27,121.88,3.37,40.37,5.60
23830,23830,produits céréaliers,gâteaux et pâtisseries,"Crêpe préemballée, fourrée fraise","Crepe filled with strawberries, prepacked",2,0,Ambiant (long),LPDE,Pas de préparation,2.93,0.36,1.63,1.01,0.77,4.16,0.18,0.02,0.09,0.31,6.88,85.24,298.24,3.47,28.40,6.29
23799,23799,produits céréaliers,gâteaux et pâtisseries,"Crêpe, nature, préemballée, rayon frais","Crepe, plain, prepacked, refrigerated",2,0,Ambiant (long),LPDE,Pas de préparation,2.27,0.23,1.74,0.15,0.78,4.22,0.18,0.03,0.11,0.31,7.92,102.78,37.17,1.35,27.52,1.98
23800,23800,produits céréaliers,gâteaux et pâtisseries,"Crêpe, nature, préemballée, rayon température ambiante","Crepe, plain, prepacked, room temperature",2,0,Ambiant (long),LPDE,Pas de préparation,2.27,0.23,1.74,0.15,0.78,4.22,0.18,0.03,0.11,0.31,7.92,102.78,37.17,1.35,27.52,1.98
20199,20199,"fruits, légumes, légumineuses et oléagineux",légumes,"Cresson alénois, cru","Garden cress, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.60,0.13,0.88,0.12,0.52,2.29,0.06,0.00,0.02,0.15,1.73,-2.19,21.61,3.47,18.13,6.20
20022,20022,"fruits, légumes, légumineuses et oléagineux",légumes,"Cresson de fontaine, cru","Watercress, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.55,0.09,0.77,0.11,0.46,1.56,0.03,0.00,0.01,0.13,3.15,-27.90,46.48,0.65,14.64,2.28
10059,10059,"viandes, œufs, poissons",mollusques et crustacés crus,"Crevette rose, crue","deep water pink shrimp, raw",2,0,Glacé,PS,Pas de préparation,3.62,1.13,9.92,0.94,1.02,41.47,0.67,0.08,0.22,3.25,29.39,311.04,367.74,7.29,120.24,30.32
10021,10021,"viandes, œufs, poissons",mollusques et crustacés crus,"Crevette, crue","Shrimp or prawn, raw",2,0,Glacé,PS,Pas de préparation,3.59,0.80,7.06,0.72,0.83,29.23,0.48,0.05,0.16,2.17,21.60,232.04,268.03,5.21,80.55,21.41
10007,10007,"viandes, œufs, poissons",mollusques et crustacés cuits,"Crevette, cuite","Shrimp or prawn, cooked",2,0,Glacé,PS,Pas de préparation,3.59,0.80,7.06,0.72,0.83,29.23,0.48,0.05,0.16,2.17,21.60,232.04,268.03,5.21,80.55,21.41
10038,10038,"viandes, œufs, poissons",mollusques et crustacés crus,"Crevette, surgelée, crue","Shrimp, frozen, raw",2,0,Congelé,LPDE,Pas de préparation,3.62,1.17,9.97,1.00,1.66,41.83,0.68,0.08,0.22,3.37,29.57,313.66,371.11,7.50,134.37,31.04
7620,7620,produits céréaliers,pains et viennoiseries,"Croissant au beurre, artisanal","Croissant, butter, from bakery",2,0,Ambiant (court),PS,Pas de préparation ,2.13,0.36,4.20,0.20,0.65,7.56,0.25,0.03,0.13,0.53,12.45,154.03,38.62,2.65,29.38,4.67
25418,25418,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon,Croissant filled with ham,2,0,Glacé,PS,Four ,2.13,0.53,3.97,0.37,2.19,8.66,0.42,0.06,0.25,0.62,16.43,205.44,87.09,2.79,64.86,4.99
26266,26266,entrées et plats composés,feuilletées et autres entrées,Croissant au jambon fromage,Croissant filled with ham and cheese,2,0,Glacé,PS,Four ,2.06,0.53,3.97,0.37,2.19,8.66,0.42,0.06,0.25,0.62,16.43,205.44,87.09,2.79,64.86,4.99
7650,7650,produits céréaliers,pains et viennoiseries,"Croissant aux amandes, artisanal","Croissant w almonds, from bakery",2,0,Ambiant (court),PS,Pas de préparation ,2.59,0.55,3.46,0.22,0.67,9.68,0.29,0.04,0.16,0.71,14.18,164.85,89.80,21.26,35.15,9.21
7615,7615,produits céréaliers,pains et viennoiseries,"Croissant ordinaire, artisanal","Croissant, ordinary, from bakery",2,0,Ambiant (court),PS,Pas de préparation ,2.55,0.23,1.46,0.14,0.57,5.03,0.14,0.02,0.08,0.29,10.04,109.23,78.78,1.79,23.57,2.38
7602,7602,produits céréaliers,pains et viennoiseries,"Croissant, sans précision",Croissant,2,0,Ambiant (court),PS,Pas de préparation ,2.76,0.23,1.46,0.14,0.57,5.03,0.14,0.02,0.08,0.29,10.04,109.23,78.78,1.79,23.57,2.38
25542,25542,entrées et plats composés,sandwichs,Croque-madame,Toasted ham sandwich topped with grated cheese and a fried egg,2,0,Glacé,PS,Pas de préparation,1.93,0.53,4.52,0.32,1.45,9.34,0.44,0.06,0.26,0.67,17.45,222.62,75.23,3.04,50.38,5.11
25400,25400,entrées et plats composés,sandwichs,Croque-monsieur,Toasted ham sandwich topped with grated cheese,2,0,Glacé,PS,Pas de préparation,2.02,0.54,4.78,0.33,1.51,9.46,0.43,0.06,0.26,0.68,17.71,227.35,74.16,2.93,51.96,5.27
25547,25547,entrées et plats composés,sandwichs,"Croque-monsieur, rayon frais","Grilled cheese & ham sandwich, prepacked",2,0,Glacé,PS,Pas de préparation,1.75,0.54,4.78,0.33,1.51,9.46,0.43,0.06,0.26,0.68,17.71,227.35,74.16,2.93,51.96,5.27
20231,20231,"fruits, légumes, légumineuses et oléagineux",légumes,"Crosne, surgelé, cru","Chinese or Japanese artichokes, frozen, raw",2,0,Congelé,LPDE,Pas de préparation,3.10,0.13,0.76,0.16,1.08,2.19,0.03,0.00,0.01,0.17,1.57,10.51,32.36,2.25,31.27,3.47
12834,12834,lait et produits laitiers,fromages,Crottin de Chavignol (fromage de chèvre),"Crottin de Chavignol cheese, from goat's milk",2,0,Glacé,LPDE,Pas de préparation,2.45,0.95,6.70,0.32,0.90,13.88,1.11,0.16,0.68,1.09,27.86,417.46,119.39,5.23,43.62,5.04
12832,12832,lait et produits laitiers,fromages,"Crottin de chèvre, au lait cru","Crottin cheese, from goat's milk, from raw milk",2,0,Glacé,LPDE,Pas de préparation,2.45,0.95,6.70,0.32,0.90,13.88,1.11,0.16,0.68,1.09,27.86,417.46,119.39,5.23,43.62,5.04
12833,12833,lait et produits laitiers,fromages,"Crottin de chèvre, sans précision","Crottin cheese, from goat's milk",2,0,Glacé,LPDE,Pas de préparation,2.45,0.95,6.70,0.32,0.90,13.88,1.11,0.16,0.68,1.09,27.86,417.46,119.39,5.23,43.62,5.04
38500,38500,produits céréaliers,pains et viennoiseries,"Croûton à l'ail aux fines herbes ou aux oignons, préemballé","Crouton with garlic, herbs or onions, prepacked",2,0,Ambiant (court),Carton,Pas de préparation ,3.10,0.86,2.56,0.35,0.69,19.73,0.30,0.04,0.18,1.12,20.05,59.83,826.47,16.66,37.32,8.87
7430,7430,produits céréaliers,pains et viennoiseries,Croûtons,Croutons,2,0,Ambiant (court),Carton,Pas de préparation ,2.66,0.86,2.56,0.35,0.69,19.73,0.30,0.04,0.18,1.12,20.05,59.83,826.47,16.66,37.32,8.87
7432,7432,produits céréaliers,pains et viennoiseries,"Croûtons nature, préemballés","Croutons, plain, prepacked",2,0,Ambiant (court),Carton,Pas de préparation ,2.66,0.86,2.56,0.35,0.69,19.73,0.30,0.04,0.18,1.12,20.05,59.83,826.47,16.66,37.32,8.87
23493,23493,produits céréaliers,gâteaux et pâtisseries,Crumble aux pommes,Apple crumble,2,0,Ambiant (long),PS,Pas de préparation,2.13,0.28,2.94,0.19,0.75,5.92,0.17,0.02,0.09,0.40,8.61,92.20,34.67,3.46,30.03,4.33
15028,15028,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Cucurbitacées, graine","Cucurbitacea, seed",2,0,Ambiant (long),LPDE,Pas de préparation,4.87,0.89,3.79,0.32,0.92,15.52,0.76,0.11,0.46,3.17,59.23,575.58,79.04,11.02,49.90,10.70
11042,11042,aides culinaires et ingrédients divers,épices,"Cumin, graine","Cumin, seed",2,0,Ambiant (long),Verre,Pas de préparation,3.75,0.26,0.45,0.13,0.24,2.54,0.07,0.01,0.01,1.22,69.70,691.42,11.16,0.23,13.70,1.91
11089,11089,aides culinaires et ingrédients divers,épices,"Curcuma, poudre","Turmeric, powder",2,0,Ambiant (long),Verre,Pas de préparation,4.31,0.26,0.47,0.14,0.37,2.58,0.07,0.01,0.01,1.23,69.72,691.49,11.90,0.30,16.62,2.03
